矩阵,场景编号,故障说明,生产入口,预期,实际,退出码,是否阻断,结论,错误码或检查名,未声明文件,阻断原因,只读,网络隔离
Manifest 故障矩阵,M16,声明文件为空,validate-crypto --validate-only,阻断,已阻断,2,True,通过,Raw required file empty,,CSV artifact invalid: artifact Raw projection does not match preserved response | DuckDB artifact invalid: artifact Raw projection does not match preserved response | JSON artifact invalid: artifact Raw projection does not match preserved response | Raw required file empty: response.json,True,True
Manifest 故障矩阵,M17,entries 不是数组,validate-crypto --validate-only,阻断,已阻断,2,True,通过,raw_manifest_entries_invalid,,raw_manifest_entries_invalid: evidence_files must be an array,True,True
Manifest 故障矩阵,M18,条目缺少 role,validate-crypto --validate-only,阻断,已阻断,2,True,通过,raw_manifest_entry_missing_field,,raw_manifest_entry_missing_field: entry 1 role | raw_manifest_missing_role: response,True,True
Manifest 故障矩阵,M19,条目缺少 path,validate-crypto --validate-only,阻断,已阻断,2,True,通过,raw_manifest_entry_missing_field,,manifest_unlisted_file: response.json | raw_manifest_entry_missing_field: entry 1 name,True,True
Manifest 故障矩阵,M20,条目缺少 hash,validate-crypto --validate-only,阻断,已阻断,2,True,通过,raw_manifest_entry_invalid_hash,,raw_manifest_entry_invalid_hash: entry 1,True,True
Manifest 故障矩阵,M21,条目缺少 size,validate-crypto --validate-only,阻断,已阻断,2,True,通过,raw_manifest_entry_invalid_size,,raw_manifest_entry_invalid_size: entry 1,True,True
封闭世界故障矩阵,CW01,根目录孤立 JSON,validate-crypto --validate-only,阻断,已阻断,2,True,通过,manifest_unlisted_file,orphan.json,manifest_unlisted_file: orphan.json,True,True
封闭世界故障矩阵,CW02,嵌套孤立 JSON,validate-crypto --validate-only,阻断,已阻断,2,True,通过,manifest_unlisted_file,nested/orphan.json,manifest_unlisted_file: nested/orphan.json,True,True
封闭世界故障矩阵,CW03,未声明备份文件,validate-crypto --validate-only,阻断,已阻断,2,True,通过,manifest_unlisted_file,response.json.bak,manifest_unlisted_file: response.json.bak,True,True
封闭世界故障矩阵,CW04,未声明临时文件,validate-crypto --validate-only,阻断,已阻断,2,True,通过,manifest_unlisted_file,response.json.tmp,manifest_unlisted_file: response.json.tmp,True,True
封闭世界故障矩阵,CW05,未声明隐藏文件,validate-crypto --validate-only,阻断,已阻断,2,True,通过,manifest_unlisted_file,.unlisted,manifest_unlisted_file: .unlisted,True,True
封闭世界故障矩阵,CW06,未声明空文件,validate-crypto --validate-only,阻断,已阻断,2,True,通过,manifest_unlisted_file,empty-file,manifest_unlisted_file: empty-file,True,True
封闭世界故障矩阵,CW07,未声明二进制文件,validate-crypto --validate-only,阻断,已阻断,2,True,通过,manifest_unlisted_file,payload.bin,manifest_unlisted_file: payload.bin,True,True
封闭世界故障矩阵,CW08,多个未声明文件,validate-crypto --validate-only,阻断,已阻断,2,True,通过,manifest_unlisted_file,.hidden | a/orphan.bin | z.tmp,manifest_unlisted_file: .hidden | manifest_unlisted_file: a/orphan.bin | manifest_unlisted_file: z.tmp,True,True
封闭世界故障矩阵,CW09,大小写变化的未声明文件,validate-crypto --validate-only,阻断,已阻断,2,True,通过,manifest_unlisted_file,ORPHAN.JSON,manifest_unlisted_file: ORPHAN.JSON,True,True
